Resource ID,Level,Source Discipline,Normalized Source Discipline,Hearth Discipline,Tutorial Number,Clean Title,URL,Duplicate URL Count,Duplicate URL,Source,Source PDF Page,Status,Notes
qjam-video-034,Level 6,Chords and harmony,Chords & Harmony,Chords & Harmony,15,BLUES Chord Substitutions: JAZZ BLUES,https://www.youtube.com/watch?v=MLUigFm4NrY,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-035,Level 6,Chords and harmony,Chords & Harmony,Chords & Harmony,16,Creative CADENCES For Better Compositions! – Crystal Clear,https://www.youtube.com/watch?v=AuQ9W0x_KHc,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-036,Level 6,Chords and harmony,Chords & Harmony,Chords & Harmony,46,How to create PROG ROCK – Ingredients & recipes (Chapter: common note chord changes),https://youtu.be/aM1FyU-mXKw,4,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Same video URL also appears at Level 5 / Rhythm.
qjam-video-037,Level 6,Chords and harmony,Chords & Harmony,Chords & Harmony,51,CHANGE KEYS smooth & easy with COMMON/PIVOT CHORD modulation,https://youtu.be/K_S_tewvUb4,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-038,Level 6,Scales,Scales,Scales,17,Modes Explained Effective and Crystal Clear,https://www.youtube.com/watch?v=QT4p_BzfToU,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-039,Level 6,Scales,Scales,Scales,18,Guitar Tutorial - The DOMINANT PENTATONIC scale,https://www.youtube.com/watch?v=dD0D0iuhOlI,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-040,Level 6,Scales,Scales,Scales,19,The Super Blues Scale – crystal clear,https://www.youtube.com/watch?v=F3oy4dK1gm0,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-041,Level 6,Scales,Scales,Scales,50,Daily PRACTICE ROUTINES and EXERCISES for SCALES & MODES,https://youtu.be/Yn7IGvj6obM,2,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Same video URL appears multiple times in the roadmap.
qjam-video-042,Level 6,Scales,Scales,Scales,60,ALL ABOUT the sound of the PHRYGIAN MODE!,https://youtu.be/Kgm8Cv4QIXM,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-043,Level 6,Scales,Scales,Scales,61,ALL ABOUT the Dreamy LYDIAN MODE and more,https://youtu.be/W-59jd-crZs,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-044,Level 6,Scales,Scales,Scales,62,ALL ABOUT the MIXOLYDIAN MODE and more,https://youtu.be/eKVkwM0UfSY,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-045,Level 6,Technique and improvisation,Technique / Improvisation Split,Improvisation,20,SUPERIMPOSING major and minor arpeggios,https://www.youtube.com/watch?v=-NbnZgjVluY,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement.
qjam-video-046,Level 6,Technique and improvisation,Technique / Improvisation Split,Improvisation,5,5 levels of the pentatonic scale - Zero to Hero • (Chapter: superimposing),https://www.youtube.com/watch?v=7KsZgWXj_TQ,3,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement. Same video URL also appears at Level 3 / Scales.
qjam-video-047,Level 6,Technique and improvisation,Technique / Improvisation Split,Improvisation,49,SIMPLE 4-note ARPEGGIOS for SOPHISTICATED sounds!,https://youtu.be/y67zO15AiTs,3,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement. Same video URL appears multiple times in the roadmap.
qjam-video-048,Level 6,Technique and improvisation,Technique / Improvisation Split,Improvisation,53,Joe Satriani’s PITCH AXIS THEORY – Crystal Clear!,https://youtu.be/B9gJq4fSPyg,2,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement. Same video URL also appears at Level 5 / Theory.
qjam-video-049,Level 6,Technique and improvisation,Technique / Improvisation Split,Improvisation,55,Unlock the Secrets of Modes: Unleash MODAL ARPEGGIOS (part 1),https://youtu.be/4pbnBtkkwrU,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement.
qjam-video-050,Level 6,Technique and improvisation,Technique / Improvisation Split,Improvisation,56,Unlock the Secrets of Modes: Unleash MODAL ARPEGGIOS (Part 2),https://youtu.be/Ze1Bz8wmaVM,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement.
qjam-video-051,Level 6,Arpeggios,Arpeggios,Arpeggios,21,Instant Level Up! with ADDED 9 CHORDS & ARPEGGIOS,https://www.youtube.com/watch?v=GPm2Jh9t_mM,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-052,Level 6,Arpeggios,Arpeggios,Arpeggios,22,8 (very) special WIDE INTERVAL Licks and Arpeggios!,https://youtu.be/5JVs6I-0JX8,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-053,Level 6,Arpeggios,Arpeggios,Arpeggios,49,SIMPLE 4-note ARPEGGIOS for SOPHISTICATED sounds!,https://youtu.be/y67zO15AiTs,3,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Same video URL also appears at Level 6 / Technique / Improvisation Split.
qjam-video-054,Level 6,Arpeggios,Arpeggios,Arpeggios,23,QJAMTRACKS TRITONE SUBSTITUTIONS – *Crystal Clear* - Progressions & Solos,https://www.youtube.com/watch?v=Zhf6lTR_nqI,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Raw extraction merged a Theory label into an Arpeggios row; review discipline placement.
qjam-video-055,Level 6,Arpeggios,Arpeggios,Arpeggios,24,Superimposing Pentatonic scales,https://www.youtube.com/watch?v=7oKoiklz-WU,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-056,Level 6,Arpeggios,Arpeggios,Arpeggios,25,"Brightness and Darkness in Chords, Scales and Modes – DBQ (The Dorian Brightness Quotient)",https://www.youtube.com/watch?v=vMDK96VF_fA,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-057,Level 6,Arpeggios,Arpeggios,Arpeggios,26,Cinematic “GOD” Chord Progressions!...with ONLY 2 chords? (Chromatic mediants),https://www.youtube.com/watch?v=kdXJz41Hl_k,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-058,Level 6,Arpeggios,Arpeggios,Arpeggios,46,How to create PROG ROCK – Ingredients & recipes (Chapter: Chromatic mediants),https://youtu.be/aM1FyU-mXKw,4,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Same video URL also appears at Level 5 / Rhythm.
qjam-video-059,Level 7,Chords and harmony,Chords & Harmony,Chords & Harmony,27,Diminished Portal Chord – The modulation beast!,https://youtu.be/C-dsp7cYhK4,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-060,Level 7,Chords and harmony,Chords & Harmony,Chords & Harmony,65,How to write a MODAL chord PROGRESSION (that sounds modal),https://youtu.be/_7hMEfWTWpM,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-061,Level 7,Chords and harmony,Chords & Harmony,Chords & Harmony,66,Steve Vai Magic Chords (The Lydian Mode with One Chord Shape),https://youtu.be/SRyfU6DOLIM,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-062,Level 7,Scales,Scales,Scales,28,THE Awesome! MELODIC MINOR scale (ROCK-FUSION-JAZZ),https://youtu.be/qKHnU7KG174,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-063,Level 7,Scales,Scales,Scales,29,WHOLE TONE SCALE – Theory – Applications – Patterns,https://youtu.be/yWcwm2I1RFE,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-064,Level 7,Scales,Scales,Scales,30,The Diminished scale and arpeggios nailed – Crystal Clear Tutorial,https://youtu.be/Unv1Ri5EKUQ,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-065,Level 7,Scales,Scales,Scales,50,Daily PRACTICE ROUTINES and EXERCISES for SCALES & MODES,https://youtu.be/Yn7IGvj6obM,2,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Same video URL also appears at Level 6 / Scales.
qjam-video-066,Level 7,Scales,Scales,Scales,63,All About The Dark Phrygian Dominant Scale,https://youtu.be/m27D1p7qfQk,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-067,Level 7,Technique and improvisation,Technique / Improvisation Split,Improvisation,31,MODES: super EASY with adapted PENTATONIC scales!,https://youtu.be/zv3X-5WzXRw,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement.
qjam-video-068,Level 7,Technique and improvisation,Technique / Improvisation Split,Improvisation,32,Improvising over 7-CHORDS – Part 1: Maj7 - Crystal Clear,https://youtu.be/V5U3hGqYtWg,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement.
qjam-video-069,Level 7,Technique and improvisation,Technique / Improvisation Split,Improvisation,33,Improvising over 7-CHORDS – Part 2: Min7 - Crystal Clear,https://youtu.be/6oxdhst03Q8,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement.
qjam-video-070,Level 7,Technique and improvisation,Technique / Improvisation Split,Improvisation,34,Improvising over 7-CHORDS – Part 3: DOM7 chords using scales & modes,https://youtu.be/yu4S41xIor0,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement.
qjam-video-071,Level 7,Technique and improvisation,Technique / Improvisation Split,Improvisation,35,MODES of the HARMONIC MINOR scale – Ultimate Guide,https://youtu.be/Pvp8tWDgHTI,2,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement. Same video URL appears multiple times in the roadmap.
qjam-video-072,Level 7,Arpeggios,Arpeggios,Arpeggios,36,Scale arpeggios – You never played scales like this!,https://youtu.be/HhN8qJfjmrU,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-073,Level 7,Theory,Theory,Theory,37,MODAL INTERCHANGE Explained Crystal Clear – Next Level Chord Progressions,https://youtu.be/9LxJPaqh51o,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-074,Level 7,Theory,Theory,Theory,38,MODES of the HARMONIC MINOR scale – Ultimate Guide,https://youtu.be/Pvp8tWDgHTI,2,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Same video URL also appears at Level 7 / Technique / Improvisation Split.
qjam-video-075,Level 8,Chords and harmony,Chords & Harmony,Chords & Harmony,39,Quartal Chords & Quartal Harmony – Crystal Clear Tutorial Guitar!,https://youtu.be/rZeaVr-mO4U,2,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Same video URL appears multiple times in the roadmap.
qjam-video-076,Level 8,Scales,Scales,Scales,40,The Harmonic Major Scale - Guitar lesson – Crystal Clear,https://youtu.be/Yv_TuqGqclk,2,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Same video URL appears multiple times in the roadmap.
qjam-video-077,Level 8,Scales,Scales,Scales,41,The DOUBLE Harmonic MAJOR Scale – The Jack of all DARK Trades!,https://youtu.be/hNHAdf8XOik,2,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Same video URL appears multiple times in the roadmap.
qjam-video-078,Level 8,Scales,Scales,Scales,42,"EXOTIC Pentatonic scales for ROCK, FUSION & MODES - Crystal Clear!",https://youtu.be/b5f1yyRdMyk,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-079,Level 8,Scales,Scales,Scales,54,All about the LYDIAN DOMINANT (Lydian b7) SCALE – Crystal Clear!,https://youtu.be/rn-0uOW1Zrs,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-080,Level 8,Scales,Scales,Scales,57,ALTERED SCALE: Jazzify YOUR Guitar SOLOS - CRYSTAL CLEAR Tutorial,https://youtu.be/UIUSs8dtux8,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-081,Level 8,Technique and improvisation,Technique / Improvisation Split,Improvisation,43,Secrets of OUTSIDE PLAYING – Ultimate Guide – Crystal Clear,https://youtu.be/zuZs1EuO9-k,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement.
qjam-video-082,Level 8,Technique and improvisation,Technique / Improvisation Split,Improvisation,49,SIMPLE 4-note ARPEGGIOS for SOPHISTICATED sounds!,https://youtu.be/y67zO15AiTs,3,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. QJam combines technique and improvisation; Hearth should confirm final placement. Same video URL also appears at Level 6 / Technique / Improvisation Split.
qjam-video-083,Level 8,Theory,Theory,Theory,44,MODES of the MELODIC MINOR scale – Ultimate Guide,https://youtu.be/C1R5cQEw5_o,1,No,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing.
qjam-video-084,Level 8,Theory,Theory,Theory,40,The Harmonic Major Scale - Guitar lesson – Crystal Clear,https://youtu.be/Yv_TuqGqclk,2,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Same video URL also appears at Level 8 / Scales.
qjam-video-085,Level 8,Theory,Theory,Theory,45,The DOUBLE Harmonic MAJOR Scale – The Jack of all DARK Trades!,https://youtu.be/hNHAdf8XOik,2,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Same video URL also appears at Level 8 / Scales.
qjam-video-086,Level 8,Theory,Theory,Theory,39,Quartal Chords & Quartal Harmony – Crystal Clear Tutorial Guitar!,https://youtu.be/rZeaVr-mO4U,2,Yes,QJamTracks Road Map For Learning Guitar,3,To Review,Cleaned from QJam roadmap PDF extraction; review title before publishing. Same video URL also appears at Level 8 / Chords & Harmony.
